Datetime,Longitude,Latitude
2024-04-25 01:28:02.000,-84.33571672,30.45390944
2024-04-25 01:28:02.050,-84.335716893,30.4539095755
2024-04-25 01:28:02.100,-84.335717066,30.453909711
2024-04-25 01:28:02.150,-84.33571723899999,30.4539098465
2024-04-25 01:28:02.200,-84.335717412,30.453909982
2024-04-25 01:28:02.250,-84.335717585,30.4539101175
2024-04-25 01:28:02.300,-84.33571775799999,30.453910253
2024-04-25 01:28:02.350,-84.33571793099999,30.4539103885
2024-04-25 01:28:02.400,-84.335718104,30.453910524
2024-04-25 01:28:02.450,-84.335718277,30.4539106595
2024-04-25 01:28:02.500,-84.33571845,30.453910795
2024-04-25 01:28:02.550,-84.33571862299999,30.4539109305
2024-04-25 01:28:02.600,-84.335718796,30.453911066
2024-04-25 01:28:02.650,-84.335718969,30.453911201500002
2024-04-25 01:28:02.700,-84.33571914199999,30.453911337
2024-04-25 01:28:02.750,-84.33571931499999,30.4539114725
2024-04-25 01:28:02.800,-84.335719488,30.453911608000002
2024-04-25 01:28:02.850,-84.335719661,30.4539117435
2024-04-25 01:28:02.900,-84.335719834,30.453911879
2024-04-25 01:28:02.950,-84.33572000699999,30.453912014500002
2024-04-25 01:28:03.000,-84.33572018,30.45391215
2024-04-25 01:28:03.050,-84.33572004349999,30.453912194
2024-04-25 01:28:03.100,-84.335719907,30.453912238
2024-04-25 01:28:03.150,-84.33571977049999,30.453912282
2024-04-25 01:28:03.200,-84.335719634,30.453912326
2024-04-25 01:28:03.250,-84.3357194975,30.45391237
2024-04-25 01:28:03.300,-84.335719361,30.453912414
2024-04-25 01:28:03.350,-84.3357192245,30.453912458
2024-04-25 01:28:03.400,-84.335719088,30.453912502
2024-04-25 01:28:03.450,-84.3357189515,30.453912546
2024-04-25 01:28:03.500,-84.335718815,30.45391259
2024-04-25 01:28:03.550,-84.3357186785,30.453912633999998
2024-04-25 01:28:03.600,-84.335718542,30.453912678
2024-04-25 01:28:03.650,-84.3357184055,30.453912722
